date,water_usage,temperature,rainfall_mm,humidity_pct,population,is_festival,season
2015-09-28,151783047,29.7,6.0,75.2,1200000,0,Monsoon
2015-09-29,155974591,30.9,3.6,77.5,1200000,0,Monsoon
2015-09-30,140050932,26.0,10.6,79.1,1200000,0,Monsoon
2015-10-01,140267741,23.5,0.2,56.7,1200000,0,Winter
2015-10-02,153359137,19.7,3.0,54.2,1200000,1,Winter
2015-10-03,132823493,20.5,0.8,64.5,1200000,0,Winter
2015-10-04,137671226,22.6,0.8,61.9,1200000,0,Winter
2015-10-05,139527589,23.4,0.9,49.0,1200000,0,Winter
2015-10-06,125134253,19.3,8.8,59.8,1200000,0,Winter
2015-10-07,124598757,17.9,3.8,53.6,1200000,0,Winter
2015-10-08,137669875,23.7,5.2,63.2,1200000,0,Winter
2015-10-09,133206567,21.3,3.0,72.8,1200000,0,Winter
2015-10-10,135518531,22.1,2.5,58.9,1200000,0,Winter
2015-10-11,137516510,22.7,1.6,55.9,1200000,0,Winter
2015-10-12,137445248,23.3,4.0,58.6,1200000,0,Winter
2015-10-13,140060550,23.6,1.1,59.7,1200000,0,Winter
2015-10-14,135306212,21.8,1.5,61.1,1200000,0,Winter
2015-10-15,129684752,19.7,2.5,57.0,1200000,0,Winter
2015-10-16,132658285,20.4,0.6,63.4,1200000,0,Winter
2015-10-17,130105370,19.4,0.8,64.7,1200000,0,Winter
2015-10-18,141328347,24.0,0.6,57.1,1200000,0,Winter
2015-10-19,140161406,23.8,1.8,69.8,1200000,0,Winter
2015-10-20,132256044,20.7,2.3,57.6,1200000,0,Winter
2015-10-21,138165495,22.7,0.6,51.4,1200000,0,Winter
2015-10-22,134306167,21.8,3.2,60.9,1200000,0,Winter
2015-10-23,132306629,20.4,1.0,59.1,1200000,0,Winter
2015-10-24,134271645,21.6,2.5,63.9,1200000,0,Winter
2015-10-25,126930168,18.1,0.8,61.5,1200000,0,Winter
2015-10-26,137769113,22.6,0.7,51.7,1200000,0,Winter
2015-10-27,139251964,23.2,0.5,64.9,1200000,0,Winter
2015-10-28,137692554,23.4,4.1,60.0,1200000,0,Winter
2015-10-29,128221968,18.6,0.6,64.2,1200000,0,Winter
2015-10-30,149790191,27.8,1.6,58.0,1200000,0,Winter
2015-10-31,134109615,22.3,5.6,64.3,1200000,0,Winter
2015-11-01,127830303,18.6,1.3,67.3,1200000,0,Winter
2015-11-02,135843803,22.1,2.0,63.1,1200000,0,Winter
2015-11-03,129522905,19.5,2.2,55.5,1200000,0,Winter
2015-11-04,131056332,19.9,1.1,56.1,1200000,0,Winter
2015-11-05,128767964,19.8,4.8,50.9,1200000,0,Winter
2015-11-06,130094404,19.8,2.5,67.3,1200000,0,Winter
2015-11-07,136815083,22.4,1.4,63.1,1200000,0,Winter
2015-11-08,139865228,23.5,1.1,51.1,1200000,0,Winter
2015-11-09,133107484,21.8,5.4,65.1,1200000,0,Winter
2015-11-10,140526532,23.9,1.6,53.7,1200000,0,Winter
2015-11-11,132384741,20.7,2.1,54.7,1200000,0,Winter
2015-11-12,155126186,19.9,0.9,56.9,1200000,1,Winter
2015-11-13,144864286,25.4,0.3,56.1,1200000,0,Winter
2015-11-14,142522753,24.6,0.9,65.3,1200000,0,Winter
2015-11-15,135609552,22.9,5.5,64.8,1200000,0,Winter
2015-11-16,129186639,19.2,1.3,51.7,1200000,0,Winter
2015-11-17,136982366,23.7,6.6,54.8,1200000,0,Winter
2015-11-18,132436589,20.3,0.3,56.6,1200000,0,Winter
2015-11-19,132273637,20.2,0.5,63.1,1200000,0,Winter
2015-11-20,137590968,22.7,1.4,58.9,1200000,0,Winter
2015-11-21,128137235,18.8,1.5,65.2,1200000,0,Winter
2015-11-22,138015801,23.3,3.1,62.3,1200000,0,Winter
2015-11-23,134818220,22.0,3.2,58.3,1200000,0,Winter
2015-11-24,140174250,23.7,1.1,56.4,1200000,0,Winter
2015-11-25,136797598,22.6,2.4,61.7,1200000,0,Winter
2015-11-26,130926881,20.4,3.4,60.3,1200000,0,Winter
2015-11-27,138724097,23.8,4.0,50.7,1200000,0,Winter
2015-11-28,131785025,20.0,0.2,63.0,1200000,0,Winter
2015-11-29,135184258,21.6,1.0,61.3,1200000,0,Winter
2015-11-30,128954699,20.1,5.4,54.3,1200000,0,Winter
2015-12-01,138422611,23.0,1.4,55.3,1200000,0,Winter
2015-12-02,133714303,21.0,1.1,57.5,1200000,0,Winter
2015-12-03,134438969,21.4,1.5,62.8,1200000,0,Winter
2015-12-04,146408983,26.1,0.4,63.4,1200000,0,Winter
2015-12-05,133274877,20.8,1.1,53.4,1200000,0,Winter
2015-12-06,129464234,19.5,2.2,65.8,1200000,0,Winter
2015-12-07,126747339,18.0,0.8,62.3,1200000,0,Winter
2015-12-08,131622637,20.3,1.8,62.3,1200000,0,Winter
2015-12-09,130874869,19.7,0.7,59.1,1200000,0,Winter
2015-12-10,139915637,25.2,7.7,58.8,1200000,0,Winter
2015-12-11,129294073,19.1,0.7,66.3,1200000,0,Winter
2015-12-12,138454585,23.3,2.2,57.5,1200000,0,Winter
2015-12-13,138230763,23.2,2.4,63.0,1200000,0,Winter
2015-12-14,141654251,24.3,1.3,61.0,1200000,0,Winter
2015-12-15,138883317,23.0,0.4,59.1,1200000,0,Winter
2015-12-16,134122953,21.2,1.3,56.7,1200000,0,Winter
2015-12-17,139766583,23.7,1.8,57.8,1200000,0,Winter
2015-12-18,124479100,18.0,4.6,53.5,1200000,0,Winter
2015-12-19,132640297,20.3,0.0,66.9,1200000,0,Winter
2015-12-20,131513683,20.3,2.1,66.1,1200000,0,Winter
2015-12-21,132532971,20.3,0.4,61.4,1200000,0,Winter
2015-12-22,140132995,23.6,1.0,53.4,1200000,0,Winter
2015-12-23,129831568,19.2,0.4,55.1,1200000,0,Winter
2015-12-24,134753572,21.2,0.4,63.0,1200000,0,Winter
2015-12-25,140678161,23.8,0.7,68.5,1200000,0,Winter
2015-12-26,139833780,23.9,2.4,56.6,1200000,0,Winter
2015-12-27,140710372,24.1,1.7,67.4,1200000,0,Winter
2015-12-28,143969381,25.2,0.8,60.7,1200000,0,Winter
2015-12-29,139305267,23.6,2.4,54.5,1200000,0,Winter
2015-12-30,140919734,24.5,3.0,66.2,1200000,0,Winter
2015-12-31,133948793,21.7,3.4,54.9,1200000,0,Winter
2016-01-01,134916048,21.4,0.7,54.7,1200000,0,Winter
2016-01-02,143855895,25.2,1.0,64.0,1200000,0,Winter
2016-01-03,136055232,22.6,3.5,51.7,1200000,0,Winter
2016-01-04,139212812,23.3,1.1,57.1,1200000,0,Winter
2016-01-05,127300882,20.4,9.6,58.6,1200000,0,Winter
2016-01-06,132896589,20.9,2.1,60.8,1200000,0,Winter
2016-01-07,139914412,23.8,2.0,51.8,1200000,0,Winter
2016-01-08,136944369,23.3,5.0,57.8,1200000,0,Winter
2016-01-09,136308596,22.0,0.8,64.3,1200000,0,Winter
2016-01-10,129731385,19.8,3.2,59.8,1200000,0,Winter
2016-01-11,132906224,20.8,1.6,57.7,1200000,0,Winter
2016-01-12,135193037,21.9,2.2,48.9,1200000,0,Winter
2016-01-13,143246877,24.7,0.2,54.0,1200000,0,Winter
2016-01-14,136899708,22.1,0.3,67.7,1200000,0,Winter
2016-01-15,131860704,20.1,0.6,58.3,1200000,0,Winter
2016-01-16,140003067,23.6,1.0,59.1,1200000,0,Winter
2016-01-17,130667658,19.6,0.5,57.0,1200000,0,Winter
2016-01-18,138180360,22.7,0.3,60.1,1200000,0,Winter
2016-01-19,133683201,21.6,3.4,54.5,1200000,0,Winter
2016-01-20,133798710,21.0,1.1,50.7,1200000,0,Winter
2016-01-21,137650560,22.9,2.4,57.8,1200000,0,Winter
2016-01-22,130018147,19.3,0.5,66.3,1200000,0,Winter
2016-01-23,134620067,21.6,2.1,58.6,1200000,0,Winter
2016-01-24,122682475,16.7,2.4,68.9,1200000,0,Winter
2016-01-25,136812455,22.4,1.5,68.1,1200000,0,Winter
2016-01-26,160297713,22.1,1.4,66.7,1200000,1,Winter
2016-01-27,136008426,21.7,0.1,67.9,1200000,0,Winter
2016-01-28,138734432,23.0,0.8,59.9,1200000,0,Winter
2016-01-29,131005451,20.2,2.6,55.8,1200000,0,Winter
2016-01-30,137264809,22.2,0.1,62.0,1200000,0,Winter
2016-01-31,143042272,24.9,1.2,57.4,1200000,0,Winter
2016-02-01,136645720,22.2,0.9,66.8,1200000,0,Winter
2016-02-02,133476393,20.9,1.1,57.4,1200000,0,Winter
2016-02-03,138765920,23.6,3.0,59.7,1200000,0,Winter
2016-02-04,129069249,19.6,3.2,62.0,1200000,0,Winter
2016-02-05,128758581,19.1,1.7,65.1,1200000,0,Winter
2016-02-06,133364979,21.2,2.6,65.7,1200000,0,Winter
2016-02-07,140697583,23.9,1.0,59.7,1200000,0,Winter
2016-02-08,135369054,22.0,2.2,70.3,1200000,0,Winter
2016-02-09,132338330,21.0,3.4,65.4,1200000,0,Winter
2016-02-10,136009568,22.5,3.4,65.3,1200000,0,Winter
2016-02-11,140159022,23.8,1.7,60.9,1200000,0,Winter
2016-02-12,120937260,15.9,2.0,62.2,1200000,0,Winter
2016-02-13,128719482,18.7,0.1,62.3,1200000,0,Winter
2016-02-14,139582045,23.4,1.1,59.1,1200000,0,Winter
2016-02-15,140324490,24.0,2.0,53.9,1200000,0,Winter
2016-02-16,129995770,19.5,1.2,59.4,1200000,0,Winter
2016-02-17,134156695,22.1,4.8,55.2,1200000,0,Winter
2016-02-18,139972516,24.2,3.6,61.2,1200000,0,Winter
2016-02-19,139680364,23.2,0.0,53.0,1200000,0,Winter
2016-02-20,138585096,23.0,1.0,61.2,1200000,0,Winter
2016-02-21,134719466,21.4,1.1,69.4,1200000,0,Winter
2016-02-22,131881807,20.5,2.1,62.6,1200000,0,Winter
2016-02-23,138104654,23.0,1.8,53.9,1200000,0,Winter
2016-02-24,130514719,19.9,2.2,60.7,1200000,0,Winter
2016-02-25,136342479,21.9,0.3,67.4,1200000,0,Winter
2016-02-26,126596631,17.9,0.6,59.4,1200000,0,Winter
2016-02-27,141863689,24.1,0.0,58.0,1200000,0,Winter
2016-02-28,128037024,18.6,0.8,60.0,1200000,0,Winter
2016-02-29,131123293,19.7,0.1,52.0,1200000,0,Winter
2016-03-01,164637483,33.7,0.5,45.9,1200000,0,Summer
2016-03-02,168904868,35.5,0.6,56.9,1200000,0,Summer
2016-03-03,169138337,35.5,0.2,53.1,1200000,0,Summer
2016-03-04,170183787,36.0,0.3,54.9,1200000,0,Summer
2016-03-05,157789981,31.1,1.6,49.1,1200000,0,Summer
2016-03-06,161684457,32.4,0.2,46.7,1200000,0,Summer
2016-03-07,165444878,34.1,0.6,60.7,1200000,0,Summer
2016-03-08,161201319,32.2,0.3,59.0,1200000,0,Summer
2016-03-09,164660093,33.7,0.2,56.9,1200000,0,Summer
2016-03-10,171014334,36.3,0.1,46.2,1200000,0,Summer
2016-03-11,172445717,37.7,3.4,44.7,1200000,0,Summer
2016-03-12,168184180,35.1,0.1,47.5,1200000,0,Summer
2016-03-13,164518766,33.8,1.1,45.7,1200000,0,Summer
2016-03-14,162223167,33.5,3.6,52.1,1200000,0,Summer
2016-03-15,171950272,36.7,0.2,51.0,1200000,0,Summer
2016-03-16,162757102,33.6,3.1,45.6,1200000,0,Summer
2016-03-17,161722339,32.7,1.1,46.3,1200000,0,Summer
2016-03-18,166136334,34.4,0.6,42.4,1200000,0,Summer
2016-03-19,166249398,34.3,0.2,43.3,1200000,0,Summer
2016-03-20,169055311,36.0,2.3,55.6,1200000,0,Summer
2016-03-21,171397368,36.8,1.5,53.9,1200000,0,Summer
2016-03-22,167368695,34.9,0.6,46.9,1200000,0,Summer
2016-03-23,164658175,34.9,5.2,49.7,1200000,0,Summer
2016-03-24,172049644,36.8,0.6,54.1,1200000,0,Summer
2016-03-25,183509353,32.4,3.8,59.5,1200000,1,Summer
2016-03-26,162996945,33.5,2.2,56.3,1200000,0,Summer
2016-03-27,173362183,37.4,0.8,50.1,1200000,0,Summer
2016-03-28,162423781,32.8,0.6,50.1,1200000,0,Summer
2016-03-29,173261341,37.3,0.5,56.0,1200000,0,Summer
2016-03-30,161492212,33.6,5.4,43.1,1200000,0,Summer
2016-03-31,172751038,37.5,1.9,39.8,1200000,0,Summer
2016-04-01,171965357,36.8,0.5,53.4,1200000,0,Summer
2016-04-02,166725509,34.5,0.3,50.4,1200000,0,Summer
2016-04-03,169049030,35.5,0.3,50.2,1200000,0,Summer
2016-04-04,168841871,35.9,2.2,43.8,1200000,0,Summer
2016-04-05,168921596,35.9,2.2,54.0,1200000,0,Summer
2016-04-06,175234191,38.1,0.4,58.8,1200000,0,Summer
2016-04-07,167610781,35.2,1.5,51.6,1200000,0,Summer
2016-04-08,168029422,35.3,1.1,54.7,1200000,0,Summer
2016-04-09,160271893,33.0,5.0,58.2,1200000,0,Summer
2016-04-10,168699561,35.4,0.4,58.2,1200000,0,Summer
2016-04-11,168081642,35.5,1.9,52.6,1200000,0,Summer
2016-04-12,160997976,32.9,3.1,57.1,1200000,0,Summer
2016-04-13,161386806,32.4,0.8,49.0,1200000,0,Summer
2016-04-14,166044691,34.2,0.2,43.2,1200000,0,Summer
2016-04-15,164986309,33.8,0.2,40.1,1200000,0,Summer
2016-04-16,159946089,32.3,2.5,41.1,1200000,0,Summer
2016-04-17,162655138,32.9,0.5,49.5,1200000,0,Summer
2016-04-18,163467067,34.0,3.7,51.0,1200000,0,Summer
2016-04-19,169801040,35.9,0.6,48.8,1200000,0,Summer
2016-04-20,166560442,35.2,3.4,44.9,1200000,0,Summer
2016-04-21,167891417,35.1,0.6,50.1,1200000,0,Summer
2016-04-22,161658401,32.7,1.6,41.0,1200000,0,Summer
2016-04-23,166089560,34.3,0.5,49.2,1200000,0,Summer
2016-04-24,163317216,33.4,1.6,48.1,1200000,0,Summer
2016-04-25,170050375,36.1,0.8,48.1,1200000,0,Summer
2016-04-26,163993583,33.8,1.7,54.1,1200000,0,Summer
2016-04-27,165342079,34.0,0.4,47.8,1200000,0,Summer
2016-04-28,153682819,29.2,0.6,55.0,1200000,0,Summer
2016-04-29,168027492,35.7,2.7,49.3,1200000,0,Summer
2016-04-30,161238926,33.8,6.3,47.8,1200000,0,Summer
2016-05-01,166836981,34.9,1.4,52.2,1200000,0,Summer
2016-05-02,159616781,31.7,0.6,49.3,1200000,0,Summer
2016-05-03,156754708,31.4,4.3,39.2,1200000,0,Summer
2016-05-04,171241369,36.5,0.8,60.7,1200000,0,Summer
2016-05-05,167975580,35.3,1.2,48.0,1200000,0,Summer
2016-05-06,162665916,34.7,7.9,53.4,1200000,0,Summer
2016-05-07,166339475,34.5,0.8,42.2,1200000,0,Summer
2016-05-08,157047409,31.1,2.8,51.0,1200000,0,Summer
2016-05-09,162433912,32.7,0.0,50.2,1200000,0,Summer
2016-05-10,160611031,32.6,2.6,52.6,1200000,0,Summer
2016-05-11,161165866,32.2,0.0,60.8,1200000,0,Summer
2016-05-12,162513828,32.9,0.7,55.8,1200000,0,Summer
2016-05-13,168475555,35.4,0.7,55.2,1200000,0,Summer
2016-05-14,161074852,33.4,5.3,48.8,1200000,0,Summer
2016-05-15,168902215,35.5,0.7,42.5,1200000,0,Summer
2016-05-16,170383177,36.6,2.3,58.4,1200000,0,Summer
2016-05-17,162173029,33.2,2.3,48.0,1200000,0,Summer
2016-05-18,162709678,33.1,1.1,47.2,1200000,0,Summer
2016-05-19,165350603,34.0,0.3,45.3,1200000,0,Summer
2016-05-20,175554997,38.2,0.1,43.7,1200000,0,Summer
2016-05-21,172160905,36.8,0.1,45.3,1200000,0,Summer
2016-05-22,166614414,34.8,1.7,51.4,1200000,0,Summer
2016-05-23,168835635,35.6,1.0,42.1,1200000,0,Summer
2016-05-24,166817384,34.5,0.2,52.0,1200000,0,Summer
2016-05-25,166729864,34.5,0.0,48.3,1200000,0,Summer
2016-05-26,166721100,34.7,0.8,45.5,1200000,0,Summer
2016-05-27,174357923,37.9,0.8,51.0,1200000,0,Summer
2016-05-28,165578936,35.4,5.6,44.8,1200000,0,Summer
2016-05-29,165605426,34.1,0.3,52.2,1200000,0,Summer
2016-05-30,167877880,36.9,8.0,55.2,1200000,0,Summer
2016-05-31,163477514,34.4,5.3,41.4,1200000,0,Summer
2016-06-01,134839639,25.5,17.4,75.4,1200000,0,Monsoon
2016-06-02,143747434,26.4,5.9,79.4,1200000,0,Monsoon
2016-06-03,155813825,30.2,1.0,79.0,1200000,0,Monsoon
2016-06-04,146147072,29.1,12.6,77.4,1200000,0,Monsoon
2016-06-05,148445086,28.1,5.2,77.6,1200000,0,Monsoon
2016-06-06,152580354,29.2,2.6,75.7,1200000,0,Monsoon
2016-06-07,142913978,27.8,13.1,76.6,1200000,0,Monsoon
2016-06-08,154115119,31.2,7.9,81.8,1200000,0,Monsoon
2016-06-09,153934575,30.8,6.8,79.1,1200000,0,Monsoon
2016-06-10,143480992,26.7,7.6,78.1,1200000,0,Monsoon
2016-06-11,139774043,26.2,11.8,67.5,1200000,0,Monsoon
2016-06-12,141908967,25.3,4.8,74.9,1200000,0,Monsoon
2016-06-13,148444969,28.4,6.2,70.2,1200000,0,Monsoon
2016-06-14,142633420,26.5,8.3,82.9,1200000,0,Monsoon
2016-06-15,154612495,30.2,3.1,70.1,1200000,0,Monsoon
2016-06-16,151815921,28.8,2.1,76.1,1200000,0,Monsoon
2016-06-17,146391920,28.0,8.0,78.5,1200000,0,Monsoon
2016-06-18,153796763,31.8,10.9,69.6,1200000,0,Monsoon
2016-06-19,141676203,25.8,6.9,77.0,1200000,0,Monsoon
2016-06-20,153294888,32.3,13.8,76.6,1200000,0,Monsoon
2016-06-21,139351789,27.0,15.6,74.7,1200000,0,Monsoon
2016-06-22,137249206,28.6,25.6,73.8,1200000,0,Monsoon
2016-06-23,151884032,31.3,12.0,74.1,1200000,0,Monsoon
2016-06-24,142575996,25.8,5.4,85.3,1200000,0,Monsoon
2016-06-25,130473960,23.5,16.5,71.0,1200000,0,Monsoon
2016-06-26,158057956,33.2,9.4,78.0,1200000,0,Monsoon
2016-06-27,146981534,28.0,7.0,68.8,1200000,0,Monsoon
2016-06-28,140676388,25.0,5.7,67.6,1200000,0,Monsoon
2016-06-29,150015194,28.2,2.9,71.8,1200000,0,Monsoon
2016-06-30,150844982,29.2,5.5,69.8,1200000,0,Monsoon
2016-07-01,147393931,27.4,4.1,79.3,1200000,0,Monsoon
2016-07-02,144130245,28.0,11.9,85.0,1200000,0,Monsoon
2016-07-03,154394105,30.6,4.9,74.9,1200000,0,Monsoon
2016-07-04,154697780,30.4,3.7,72.9,1200000,0,Monsoon
2016-07-05,133498153,28.0,29.5,65.9,1200000,0,Monsoon
2016-07-06,142993441,27.6,12.1,74.0,1200000,0,Monsoon
2016-07-07,145649926,28.7,12.2,71.2,1200000,0,Monsoon
2016-07-08,145232081,26.3,3.2,78.0,1200000,0,Monsoon
2016-07-09,147350306,27.8,5.8,79.6,1200000,0,Monsoon
2016-07-10,144318709,25.6,1.8,70.2,1200000,0,Monsoon
2016-07-11,158507444,32.1,4.2,80.1,1200000,0,Monsoon
2016-07-12,138998132,26.5,14.3,67.5,1200000,0,Monsoon
2016-07-13,155268902,32.4,10.7,80.0,1200000,0,Monsoon
2016-07-14,137056114,28.4,25.0,73.9,1200000,0,Monsoon
2016-07-15,143559343,27.2,9.5,82.5,1200000,0,Monsoon
2016-07-16,156485159,32.0,7.1,75.1,1200000,0,Monsoon
2016-07-17,148689797,27.7,3.0,70.5,1200000,0,Monsoon
2016-07-18,143636269,28.4,14.4,73.7,1200000,0,Monsoon
2016-07-19,152046770,30.1,7.0,67.3,1200000,0,Monsoon
2016-07-20,149023470,28.2,4.5,78.8,1200000,0,Monsoon
2016-07-21,146782849,28.6,9.9,68.9,1200000,0,Monsoon
2016-07-22,161747611,33.4,4.1,68.1,1200000,0,Monsoon
2016-07-23,136169242,29.8,32.3,72.3,1200000,0,Monsoon
2016-07-24,152190332,29.5,4.3,75.6,1200000,0,Monsoon
2016-07-25,138291182,28.6,24.1,77.4,1200000,0,Monsoon
2016-07-26,144306626,25.6,2.0,68.3,1200000,0,Monsoon
2016-07-27,146016018,28.5,10.6,79.9,1200000,0,Monsoon
2016-07-28,156348614,32.8,10.7,70.1,1200000,0,Monsoon
2016-07-29,148545928,29.2,9.3,72.3,1200000,0,Monsoon
2016-07-30,148430563,28.0,4.6,74.8,1200000,0,Monsoon
2016-07-31,147021781,28.2,7.6,71.0,1200000,0,Monsoon
2016-08-01,145664272,26.5,3.4,74.0,1200000,0,Monsoon
2016-08-02,150005124,29.4,7.4,72.5,1200000,0,Monsoon
2016-08-03,143472605,28.6,15.3,73.1,1200000,0,Monsoon
2016-08-04,148238456,28.1,5.5,73.1,1200000,0,Monsoon
2016-08-05,139098550,25.0,8.1,71.1,1200000,0,Monsoon
2016-08-06,134824501,30.1,35.6,91.6,1200000,0,Monsoon
2016-08-07,158043231,32.3,5.8,74.2,1200000,0,Monsoon
2016-08-08,142173830,29.4,20.7,72.2,1200000,0,Monsoon
2016-08-09,142310112,26.9,10.3,79.5,1200000,0,Monsoon
2016-08-10,142984100,27.9,13.4,75.9,1200000,0,Monsoon
2016-08-11,150014449,29.8,9.1,69.2,1200000,0,Monsoon
2016-08-12,145466397,27.2,6.4,73.9,1200000,0,Monsoon
2016-08-13,155187792,30.7,4.2,67.5,1200000,0,Monsoon
2016-08-14,141385835,28.2,17.2,66.2,1200000,0,Monsoon
2016-08-15,167629056,28.5,14.5,74.6,1200000,1,Monsoon
2016-08-16,141887243,29.8,22.8,74.1,1200000,0,Monsoon
2016-08-17,147164193,29.7,13.6,79.4,1200000,0,Monsoon
2016-08-18,145147046,27.6,8.4,74.0,1200000,0,Monsoon
2016-08-19,144976234,27.4,8.1,79.8,1200000,0,Monsoon
2016-08-20,147227255,26.8,1.9,78.7,1200000,0,Monsoon
2016-08-21,147036643,28.2,7.8,69.9,1200000,0,Monsoon
2016-08-22,146656705,27.6,5.8,70.5,1200000,0,Monsoon
2016-08-23,140825553,26.7,12.2,80.5,1200000,0,Monsoon
2016-08-24,146513997,28.7,10.7,80.8,1200000,0,Monsoon
2016-08-25,136231884,26.2,17.8,79.3,1200000,0,Monsoon
2016-08-26,140773951,25.2,6.3,74.7,1200000,0,Monsoon
2016-08-27,144401688,29.3,16.5,73.0,1200000,0,Monsoon
2016-08-28,138796644,23.7,3.5,67.4,1200000,0,Monsoon
2016-08-29,137020265,23.6,6.0,63.1,1200000,0,Monsoon
2016-08-30,145225249,28.8,13.4,77.9,1200000,0,Monsoon
2016-08-31,152029338,29.7,5.4,76.9,1200000,0,Monsoon
2016-09-01,147935094,27.1,2.0,73.3,1200000,0,Monsoon
2016-09-02,151633462,29.1,3.8,72.4,1200000,0,Monsoon
2016-09-03,145534253,27.7,8.2,71.3,1200000,0,Monsoon
2016-09-04,149114621,28.9,7.1,79.6,1200000,0,Monsoon
2016-09-05,149075855,28.6,5.8,84.3,1200000,0,Monsoon
2016-09-06,141553370,24.7,3.0,72.9,1200000,0,Monsoon
2016-09-07,156566391,31.2,4.0,72.3,1200000,0,Monsoon
2016-09-08,148666698,28.3,5.6,79.4,1200000,0,Monsoon
2016-09-09,145487988,29.4,14.9,77.1,1200000,0,Monsoon
2016-09-10,144520845,25.5,1.1,73.8,1200000,0,Monsoon
2016-09-11,136403163,26.8,19.9,76.3,1200000,0,Monsoon
2016-09-12,130290010,24.9,22.4,80.2,1200000,0,Monsoon
2016-09-13,152628846,29.9,5.2,75.4,1200000,0,Monsoon
2016-09-14,151616839,32.0,15.1,93.3,1200000,0,Monsoon
2016-09-15,138253507,24.2,6.5,75.4,1200000,0,Monsoon
2016-09-16,150457478,30.7,12.1,76.7,1200000,0,Monsoon
2016-09-17,149782512,28.4,4.2,75.2,1200000,0,Monsoon
2016-09-18,150611115,29.8,8.1,80.5,1200000,0,Monsoon
2016-09-19,157290675,30.9,1.3,71.1,1200000,0,Monsoon
2016-09-20,138195598,24.3,6.8,82.6,1200000,0,Monsoon
2016-09-21,143717143,29.2,17.4,89.4,1200000,0,Monsoon
2016-09-22,145695342,26.9,4.6,76.6,1200000,0,Monsoon
2016-09-23,130275995,27.3,32.1,79.0,1200000,0,Monsoon
2016-09-24,147185436,27.7,5.5,66.9,1200000,0,Monsoon
2016-09-25,142792161,27.7,12.9,67.2,1200000,0,Monsoon
2016-09-26,146121005,28.0,8.5,77.9,1200000,0,Monsoon
2016-09-27,146542637,28.7,10.6,75.8,1200000,0,Monsoon
2016-09-28,133161764,23.1,10.6,77.0,1200000,0,Monsoon
2016-09-29,141163555,26.4,10.3,74.6,1200000,0,Monsoon
2016-09-30,131711999,23.8,15.8,76.8,1200000,0,Monsoon
2016-10-01,130609442,20.8,5.6,56.1,1200000,0,Winter
2016-10-02,161974231,23.6,4.5,57.2,1200000,1,Winter
2016-10-03,133403760,21.2,2.6,58.3,1200000,0,Winter
2016-10-04,133983647,21.5,2.8,56.0,1200000,0,Winter
2016-10-05,143447711,25.0,0.9,56.7,1200000,0,Winter
2016-10-06,144269951,25.1,0.1,56.6,1200000,0,Winter
2016-10-07,142219855,24.3,0.2,59.2,1200000,0,Winter
2016-10-08,134174053,21.4,1.9,69.6,1200000,0,Winter
2016-10-09,134110445,23.2,9.4,60.1,1200000,0,Winter
2016-10-10,127270200,18.7,2.8,56.1,1200000,0,Winter
2016-10-11,134653231,21.3,0.7,54.0,1200000,0,Winter
2016-10-12,134469157,23.1,8.1,63.1,1200000,0,Winter
2016-10-13,130415348,19.5,0.5,64.2,1200000,0,Winter
2016-10-14,140095722,23.7,1.2,67.3,1200000,0,Winter
2016-10-15,140239393,23.5,0.3,66.7,1200000,0,Winter
2016-10-16,132819518,21.1,3.0,65.1,1200000,0,Winter
2016-10-17,130074440,19.4,0.8,54.1,1200000,0,Winter
2016-10-18,138396007,22.8,0.5,59.8,1200000,0,Winter
2016-10-19,132637885,21.1,3.4,64.0,1200000,0,Winter
2016-10-20,134877738,21.4,0.8,61.7,1200000,0,Winter
2016-10-21,136041912,22.0,1.4,62.9,1200000,0,Winter
2016-10-22,131182185,20.9,5.0,50.0,1200000,0,Winter
2016-10-23,142092324,24.6,1.7,62.6,1200000,0,Winter
2016-10-24,127527196,18.3,0.5,56.7,1200000,0,Winter
2016-10-25,127554614,18.7,2.2,47.1,1200000,0,Winter
2016-10-26,139925500,23.3,0.1,61.3,1200000,0,Winter
2016-10-27,146160773,26.0,0.4,58.8,1200000,0,Winter
2016-10-28,139321244,23.4,1.2,54.1,1200000,0,Winter
2016-10-29,135881671,21.7,0.3,59.7,1200000,0,Winter
2016-10-30,135870307,21.8,0.7,60.9,1200000,0,Winter
2016-10-31,135000878,22.5,4.9,51.3,1200000,0,Winter
2016-11-01,144545571,25.5,0.9,47.8,1200000,0,Winter
2016-11-02,139989924,23.7,1.6,56.9,1200000,0,Winter
2016-11-03,131783828,20.2,1.3,57.2,1200000,0,Winter
2016-11-04,141560262,24.0,0.1,55.4,1200000,0,Winter
2016-11-05,129423911,19.5,2.2,59.5,1200000,0,Winter
2016-11-06,142220671,24.5,0.9,59.0,1200000,0,Winter
2016-11-07,131020552,20.3,2.8,62.5,1200000,0,Winter
2016-11-08,135428707,21.7,1.1,48.7,1200000,0,Winter
2016-11-09,139662269,23.5,1.3,57.1,1200000,0,Winter
2016-11-10,139334867,23.1,0.1,56.8,1200000,0,Winter
2016-11-11,128793970,20.0,5.5,54.3,1200000,0,Winter
2016-11-12,162865518,23.1,1.0,62.7,1200000,1,Winter
2016-11-13,121967886,16.2,1.7,57.8,1200000,0,Winter
2016-11-14,135759522,21.7,0.4,50.9,1200000,0,Winter
2016-11-15,134471102,21.5,2.0,60.8,1200000,0,Winter
